Taxa de fecundidade;;;;
Sigla;Código;Município;1991;2000
RS;4315909;Rodeio Bonito;2,989;2,121
RS;4315958;Rolador;;
RS;4316006;Rolante;2,37;2,034
RS;4316105;Ronda Alta;2,384;2,29
RS;4316204;Rondinha;2,708;2,18
RS;4316303;Roque Gonzales;2,54;2,513
RS;4316402;Rosário do Sul;3,14;2,604
RS;4316428;Sagrada Família;3,698;2,361
RS;4316436;Saldanha Marinho;2,24;2,11
RS;4316451;Salto do Jacuí;3,05;2,418
RS;4316477;Salvador das Missões;2,13;2,15
RS;4316501;Salvador do Sul;2,3;2,18
RS;4316600;Sananduva;2,401;2,33
RS;4316709;Santa Bárbara do Sul;2,413;2,113
RS;4316733;Santa Cecília do Sul;;
RS;4316758;Santa Clara do Sul;2,837;2,02
RS;4316808;Santa Cruz do Sul;2,187;2,03
RS;4316907;Santa Maria;2,128;2,04
RS;4316956;Santa Maria do Herval;2,37;2,17
RS;4316972;Santa Margarida do Sul;;
RS;4317004;Santana da Boa Vista;2,53;2,282
RS;4317103;Santana do Livramento;3,14;2,6
RS;4317202;Santa Rosa;2,403;2,23
RS;4317251;Santa Tereza;3,258;2,384
RS;4317301;Santa Vitória do Palmar;2,851;2,846
RS;4317400;Santiago;3,181;2,43
RS;4317509;Santo Ângelo;2,569;2,118
RS;4317558;Santo Antônio do Palma;2,404;2,29
RS;4317608;Santo Antônio da Patrulha;2,933;2,208
RS;4317707;Santo Antônio das Missões;2,889;2,809
RS;4317756;Santo Antônio do Planalto;2,724;2,24
RS;4317806;Santo Augusto;2,565;2,331
RS;4317905;Santo Cristo;2,206;2,026
RS;4317954;Santo Expedito do Sul;2,932;2,33
RS;4318002;São Borja;2,571;2,156
RS;4318051;São Domingos do Sul;2,097;2,07
RS;4318101;São Francisco de Assis;2,339;2,316
RS;4318200;São Francisco de Paula;3,21;3,202
RS;4318309;São Gabriel;3,142;2,6
RS;4318408;São Jerônimo;2,182;2,169
RS;4318424;São João da Urtiga;2,664;2,328
RS;4318432;São João do Polêsine;2,55;2,542
RS;4318440;São Jorge;2,085;2,05
RS;4318457;São José das Missões;3,219;2,36
RS;4318465;São José do Herval;3,039;2,997
RS;4318481;São José do Hortêncio;2,44;2,18
RS;4318499;São José do Inhacorá;2,25;2,08
RS;4318507;São José do Norte;2,832;2,54
RS;4318606;São José do Ouro;2,376;2,33
RS;4318614;São José do Sul;;
RS;4318622;São José dos Ausentes;3,961;3,598
RS;4318705;São Leopoldo;2,454;2,156
RS;4318804;São Lourenço do Sul;2,222;2,2
RS;4318903;São Luiz Gonzaga;2,599;2,43
RS;4319000;São Marcos;2,113;2,01
RS;4319109;São Martinho;2,367;2,333
RS;4319125;São Martinho da Serra;2,859;2,59
RS;4319158;São Miguel das Missões;2,528;2,25
RS;4319208;São Nicolau;2,957;2,67
RS;4319307;São Paulo das Missões;2,664;2,477
RS;4319356;São Pedro da Serra;2,303;2,18
RS;4319364;São Pedro das Missões;;
RS;4319372;São Pedro do Butiá;2,128;2,15
RS;4319406;São Pedro do Sul;2,13;2,04
RS;4319505;São Sebastião do Caí;2,329;2,18
RS;4319604;São Sepé;2,301;2,228
RS;4319703;São Valentim;3,099;2,166
RS;4319711;São Valentim do Sul;2,836;1,812
RS;4319737;São Valério do Sul;2,334;2,19
RS;4319752;São Vendelino;2,3;2,24
RS;4319802;São Vicente do Sul;2,49;2,482
RS;4319901;Sapiranga;2,457;2,419
RS;4320008;Sapucaia do Sul;2,814;2,208
RS;4320107;Sarandi;2,241;2,2
RS;4320206;Seberi;3,483;2,79
RS;4320230;Sede Nova;2,606;2,205
RS;4320263;Segredo;2,814;2,559
RS;4320305;Selbach;2,062;2,02
RS;4320321;Senador Salgado Filho;2,96;2,6
RS;4320354;Sentinela do Sul;3,351;2,58
RS;4320404;Serafina Corrêa;2,429;2,05
RS;4320453;Sério;2,822;2,056
RS;4320503;Sertão;2,097;2,07
RS;4320552;Sertão Santana;2,57;2,287
RS;4320578;Sete de Setembro;2,373;2,069
RS;4320602;Severiano de Almeida;2,863;2,2
RS;4320651;Silveira Martins;2,55;2,37
RS;4320677;Sinimbu;2,897;2,33
RS;4320701;Sobradinho;2,438;2,3
RS;4320800;Soledade;2,977;2,903
RS;4320859;Tabaí;2,424;2,087
RS;4320909;Tapejara;2,068;2,07
RS;4321006;Tapera;2,269;2,025
RS;4321105;Tapes;2,607;2,58
RS;4321204;Taquara;3,27;2,07
RS;4321303;Taquari;2,499;1,99
RS;4321329;Taquaruçu do Sul;2,941;2,27
RS;4321352;Tavares;2,554;2,52
RS;4321402;Tenente Portela;3,291;2,316
RS;4321436;Terra de Areia;3,062;2,681
RS;4321451;Teutônia;2,262;1,99
RS;4321469;Tio Hugo;;
RS;4321477;Tiradentes do Sul;3,065;2,645
RS;4321493;Toropi;2,85;2,59
RS;4321501;Torres;2,896;2,43
RS;4321600;Tramandaí;3,661;2,994
RS;4321626;Travesseiro;2,28;2,06
RS;4321634;Três Arroios;2,24;2,17
RS;4321667;Três Cachoeiras;2,697;2,54
RS;4321709;Três Coroas;2,395;2,173
RS;4321808;Três de Maio;2,26;2,23
RS;4321832;Três Forquilhas;2,893;2,517
RS;4321857;Três Palmeiras;3,521;2,933
RS;4321907;Três Passos;2,523;2,131
RS;4321956;Trindade do Sul;3,724;2,855
RS;4322004;Triunfo;2,517;2,32
RS;4322103;Tucunduva;2,256;2,25
RS;4322152;Tunas;4,711;3,121
RS;4322186;Tupanci do Sul;3,785;3,147
RS;4322202;Tupanciretã;2,876;2,349
RS;4322251;Tupandi;2,2;2,18
RS;4322301;Tuparendi;2,246;2,26
RS;4322327;Turuçu;3,491;2,49
RS;4322343;Ubiretama;2,28;2,25
RS;4322350;União da Serra;2,08;1,98
RS;4322376;Unistalda;2,974;2,35
RS;4322400;Uruguaiana;2,71;2,59
RS;4322509;Vacaria;2,467;2,23
RS;4322525;Vale Verde;2,55;2,407
RS;4322533;Vale do Sol;2,578;2,367
RS;4322541;Vale Real;2,3;2,18
RS;4322558;Vanini;2,097;2,07
RS;4322608;Venâncio Aires;2,19;2,033
RS;4322707;Vera Cruz;2,95;2,837
RS;4322806;Veranópolis;2,16;2,01
RS;4322855;Vespasiano Correa;2,12;2,09
RS;4322905;Viadutos;2,769;2,172
RS;4323002;Viamão;2,832;2,718
RS;4323101;Vicente Dutra;4,329;3,47
RS;4323200;Victor Graeff;2,06;2,02
RS;4323309;Vila Flores;2,04;2,01
RS;4323358;Vila Lângaro;2,37;2,285
RS;4323408;Vila Maria;2,182;2,071
RS;4323457;Vila Nova do Sul;3,278;2,593
RS;4323507;Vista Alegre;3,12;2,18
RS;4323606;Vista Alegre do Prata;3,166;2,073
RS;4323705;Vista Gaúcha;2,243;2,23
RS;4323754;Vitória das Missões;2,96;2,634
RS;4323770;Westfalia;;
RS;4323804;Xangri-lá;3,732;2,906
RS;4399919;Santa Cristina do Pinhal;;
RS;4399929;Santa Izabel;;
SC;4200051;Abdon Batista;2,607;2,5
SC;4200101;Abelardo Luz;2,333;2,35
SC;4200200;Agrolândia;3,182;2,856
SC;4200309;Agronômica;2,316;2,083
SC;4200408;Água Doce;2,727;2,33
SC;4200507;Águas de Chapecó;3,411;3,382
SC;4200556;Águas Frias;2,932;2,67
SC;4200606;Águas Mornas;3,405;2,966
SC;4200705;Alfredo Wagner;4,107;3,949
SC;4200754;Alto Bela Vista;3,056;2,203
SC;4200804;Anchieta;3,756;3,003
SC;4200903;Angelina;2,291;2,049
SC;4201000;Anita Garibaldi;2,543;2,38
SC;4201109;Anitápolis;4,11;3,754
SC;4201208;Antônio Carlos;2,56;2,54
SC;4201257;Apiúna;3,188;2,754
SC;4201273;Arabutã;2,528;2,1
SC;4201307;Araquari;3,666;3,42
SC;4201406;Araranguá;3,381;2,26
SC;4201505;Armazém;2,85;2,5
SC;4201604;Arroio Trinta;2,463;2,151
SC;4201653;Arvoredo;2,455;2,42
SC;4201703;Ascurra;2,242;2,24
SC;4201802;Atalanta;2,748;2,482
SC;4201901;Aurora;2,785;2,6
SC;4201950;Balneário Arroio do Silva;3,752;2,262
SC;4202008;Balneário Camboriú;2,16;1,941
SC;4202057;Balneário Barra do Sul;4,903;3,347
SC;4202073;Balneário Gaivota;3,26;2,882
SC;4202081;Bandeirante;3,25;2,956
SC;4202099;Barra Bonita;3,911;2,96
SC;4202107;Barra Velha;2,625;2,552
SC;4202131;Bela Vista do Toldo;3,383;2,607
SC;4202156;Belmonte;3,25;3,21
SC;4202206;Benedito Novo;2,694;2,232
SC;4202305;Biguaçu;2,857;2,42
SC;4202404;Blumenau;2,223;1,836
SC;4202438;Bocaina do Sul;2,931;2,754
SC;4202453;Bombinhas;2,578;2,262
SC;4202503;Bom Jardim da Serra;2,938;2,534
SC;4202537;Bom Jesus;4,598;3,156
SC;4202578;Bom Jesus do Oeste;2,41;2,14
SC;4202602;Bom Retiro;3,176;2,76
SC;4202701;Botuverá;2,453;2,23
SC;4202800;Braço do Norte;2,926;2,451
SC;4202859;Braço do Trombudo;2,364;2,31
SC;4202875;Brunópolis;3,775;2,572
SC;4202909;Brusque;2,127;1,84
SC;4203006;Caçador;3,084;2,326
SC;4203105;Caibi;3,269;2,712
SC;4203154;Calmon;4,085;2,76
SC;4203204;Camboriú;2,992;2,807
SC;4203253;Capão Alto;3,431;3,155
SC;4203303;Campo Alegre;2,588;2,54
SC;4203402;Campo Belo do Sul;3,355;2,366
SC;4203501;Campo Erê;4,3;3,567
SC;4203600;Campos Novos;2,985;2,502
SC;4203709;Canelinha;2,892;2,628
SC;4203808;Canoinhas;2,95;2,885
SC;4203907;Capinzal;2,477;2,197
SC;4203956;Capivari de Baixo;2,626;2,144
SC;4204004;Catanduvas;2,885;2,875
SC;4204103;Caxambu do Sul;2,791;2,51
SC;4204152;Celso Ramos;2,95;2,098
SC;4204178;Cerro Negro;3,238;2,716
SC;4204194;Chapadão do Lageado;3,21;3,05
SC;4204202;Chapecó;2,719;2,338
SC;4204251;Cocal do Sul;2,629;2,001
SC;4204301;Concórdia;2,262;2,045
SC;4204350;Cordilheira Alta;3,277;2,41
SC;4204400;Coronel Freitas;2,979;2,506
SC;4204459;Coronel Martins;2,916;2,56
SC;4204509;Corupá;2,953;2,233
SC;4204558;Correia Pinto;2,66;2,54
SC;4204608;Criciúma;2,554;2,019
SC;4204707;Cunha Porã;2,61;2,131
SC;4204756;Cunhataí;2,737;2,548
SC;4204806;Curitibanos;2,792;2,797
SC;4204905;Descanso;2,774;2,48
SC;4205001;Dionísio Cerqueira;3,653;3,187
SC;4205100;Dona Emma;3,252;2,677
SC;4205159;Doutor Pedrinho;3,082;2,243
SC;4205175;Entre Rios;4,358;3,16
SC;4205191;Ermo;2,376;2,36
SC;4205209;Erval Velho;2,423;2,33
SC;4205308;Faxinal dos Guedes;2,834;2,675
SC;4205357;Flor do Sertão;3,886;2,853
SC;4205407;Florianópolis;2,137;1,676
SC;4205431;Formosa do Sul;3,33;2,954
SC;4205456;Forquilhinha;2,963;2,436
SC;4205506;Fraiburgo;2,642;2,573
SC;4205555;Frei Rogério;2,473;2,23
SC;4205605;Galvão;2,76;2,778
SC;4205704;Garopaba;2,982;2,13
SC;4205803;Garuva;3,339;3,35
SC;4205902;Gaspar;3,244;2,003
SC;4206009;Governador Celso Ramos;2,558;2,537
SC;4206108;Grão Pará;3,202;2,37
SC;4206207;Gravatal;2,639;2,212
SC;4206306;Guabiruba;2,324;1,92
SC;4206405;Guaraciaba;3,058;2,232
SC;4206504;Guaramirim;2,687;2,481
SC;4206603;Guarujá do Sul;3,544;2,091
SC;4206652;Guatambú;4,025;3,724
SC;4206702;Herval d'Oeste;2,58;2,514
SC;4206751;Ibiam;2,52;2,38
SC;4206801;Ibicaré;2,347;2,2
SC;4206900;Ibirama;2,481;2,333
SC;4207007;Içara;3,02;2,239
SC;4207106;Ilhota;2,447;2,14
SC;4207205;Imaruí;2,787;2,351
SC;4207304;Imbituba;3,214;2,45
SC;4207403;Imbuia;3,068;3,049
SC;4207502;Indaial;2,418;1,919
SC;4207577;Iomerê;2,21;2,16
SC;4207601;Ipira;3,039;2,641
SC;4207650;Iporã do Oeste;2,76;2,511
SC;4207684;Ipuaçu;4,012;3,758
SC;4207700;Ipumirim;2,987;2,218
SC;4207759;Iraceminha;3,064;2,14
SC;4207809;Irani;3,437;3,191
SC;4207858;Irati;3,085;2,95
SC;4207908;Irineópolis;3,699;2,819
SC;4208005;Itá;2,798;2,1
SC;4208104;Itaiópolis;3,501;3,16
SC;4208203;Itajaí;2,477;1,932
SC;4208302;Itapema;2,717;2,121
SC;4208401;Itapiranga;2,775;2,34
SC;4208450;Itapoá;3,291;2,48
SC;4208500;Ituporanga;2,969;2,441
SC;4208609;Jaborá;2,517;2,384
SC;4208708;Jacinto Machado;3,182;2,423
SC;4208807;Jaguaruna;2,644;2,31
SC;4208906;Jaraguá do Sul;2,468;2,02
SC;4208955;Jardinópolis;3,754;2,41
SC;4209003;Joaçaba;2,11;2,001
SC;4209102;Joinville;2,554;2,018
SC;4209151;José Boiteux;3,379;2,91
SC;4209177;Jupiá;2,877;2,24
SC;4209201;Lacerdópolis;2,479;2,267
SC;4209300;Lages;2,535;2,542
SC;4209409;Laguna;3,413;2,45
SC;4209458;Lajeado Grande;2,377;2,35
SC;4209508;Laurentino;2,48;2,33
SC;4209607;Lauro Muller;2,835;2,094
SC;4209706;Lebon Régis;3,702;2,94
SC;4209805;Leoberto Leal;2,94;2,478
SC;4209854;Lindóia do Sul;2,588;2,1
SC;4209904;Lontras;3,077;2,742
SC;4210001;Luiz Alves;2,719;2,73
SC;4210035;Luzerna;2,18;2,16
SC;4210050;Macieira;3,631;2,76
SC;4210100;Mafra;2,95;2,189
SC;4210209;Major Gercino;3,361;2,395
SC;4210308;Major Vieira;3,081;2,772
SC;4210407;Maracajá;3,245;2,504
SC;4210506;Maravilha;2,736;2,24
SC;4210555;Marema;2,974;2,24
SC;4210605;Massaranduba;2,398;2,23
SC;4210704;Matos Costa;4,268;2,938
SC;4210803;Meleiro;3,406;2,356
SC;4210852;Mirim Doce;3,735;2,95
SC;4210902;Modelo;2,73;2,384
SC;4211009;Mondaí;2,937;2,48
SC;4211058;Monte Carlo;3,58;2,898
SC;4211108;Monte Castelo;3,729;2,99
SC;4211207;Morro da Fumaça;2,777;2,057
SC;4211256;Morro Grande;3,169;2,42
SC;4211306;Navegantes;2,915;2,638
SC;4211405;Nova Erechim;3,02;2,41
SC;4211454;Nova Itaberaba;2,892;2,82
SC;4211504;Nova Trento;2,264;2,17
SC;4211603;Nova Veneza;2,337;2,09
SC;4211652;Novo Horizonte;3,69;2,85
SC;4211702;Orleans;2,957;2,348
SC;4211751;Otacílio Costa;2,66;2,54
SC;4211801;Ouro;2,782;2,33
SC;4211850;Ouro Verde;2,466;2,346
SC;4211876;Paial;3,375;2,63
SC;4211892;Painel;2,95;2,721
SC;4211900;Palhoça;3,014;2,723
SC;4212007;Palma Sola;4,065;3,871
SC;4212056;Palmeira;2,95;2,758
SC;4212106;Palmitos;2,968;2,755
SC;4212205;Papanduva;3,244;2,989
SC;4212239;Paraíso;3,257;2,529
SC;4212254;Passo de Torres;3,793;2,498
SC;4212270;Passos Maia;2,76;2,4
SC;4212304;Paulo Lopes;3,275;2,64
SC;4212403;Pedras Grandes;2,939;2,337
SC;4212502;Penha;3,016;2,81
SC;4212601;Peritiba;2,643;2,05
SC;4212650;Pescaria Brava;;
SC;4212700;Petrolândia;3,085;2,73
SC;4212809;Piçarras;2,898;2,311
SC;4212908;Pinhalzinho;2,706;2,241
SC;4213005;Pinheiro Preto;2,18;2,158
SC;4213104;Piratuba;3,291;2,457
SC;4213153;Planalto Alegre;3,013;2,414
SC;4213203;Pomerode;2,753;2
SC;4213302;Ponte Alta;3,553;2,882
SC;4213351;Ponte Alta do Norte;3,73;2,893
SC;4213401;Ponte Serrada;3,079;2,56
SC;4213500;Porto Belo;3,318;2,353
SC;4213609;Porto União;2,95;2,757
SC;4213708;Pouso Redondo;2,896;2,598
SC;4213807;Praia Grande;3,402;2,52
SC;4213906;Presidente Castelo Branco;2,601;2,455
SC;4214003;Presidente Getúlio;2,536;2,33
SC;4214102;Presidente Nereu;3,472;2,907
SC;4214151;Princesa;4,208;3,501
SC;4214201;Quilombo;2,771;2,786
SC;4214300;Rancho Queimado;3,144;2,994
SC;4214409;Rio das Antas;2,212;2,2
SC;4214508;Rio do Campo;3,176;2,552
SC;4214607;Rio do Oeste;2,31;2,306
SC;4214706;Rio dos Cedros;2,253;2,23
SC;4214805;Rio do Sul;2,983;2,33
SC;4214904;Rio Fortuna;2,415;2,176
SC;4215000;Rio Negrinho;2,692;2,537
SC;4215059;Rio Rufino;2,712;2,613
SC;4215075;Riqueza;3,662;3,213
SC;4215109;Rodeio;2,13;1,92
SC;4215208;Romelândia;3,472;3,347
SC;4215307;Salete;3,295;2,948
SC;4215356;Saltinho;4,474;2,85
SC;4215406;Salto Veloso;2,669;2,52
SC;4215455;Sangão;3,54;3,124
SC;4215505;Santa Cecília;3,58;3,006
SC;4215554;Santa Helena;3,537;3,314
SC;4215604;Santa Rosa de Lima;2,598;2,31
SC;4215653;Santa Rosa do Sul;2,529;2,513
SC;4215679;Santa Terezinha;4,539;2,903
SC;4215687;Santa Terezinha do Progresso;4,545;3,265
SC;4215695;Santiago do Sul;3,695;2,903
SC;4215703;Santo Amaro da Imperatriz;2,535;2,417
SC;4215752;São Bernardino;4,363;4,206
SC;4215802;São Bento do Sul;2,59;2,54
SC;4215901;São Bonifácio;3,1;2,97
SC;4216008;São Carlos;2,666;2,24
SC;4216057;São Cristovão do Sul;3,73;2,317
SC;4216107;São Domingos;2,737;2,35
SC;4216206;São Francisco do Sul;2,974;2,19
SC;4216255;São João do Oeste;2,327;2,343
SC;4216305;São João Batista;3,54;3,424
SC;4216354;São João do Itaperiú;2,574;2,213
SC;4216404;São João do Sul;2,714;2,519
SC;4216503;São Joaquim;2,943;2,54
SC;4216602;São José;2,411;1,869
SC;4216701;São José do Cedro;2,756;2,399
SC;4216800;São José do Cerrito;2,93;2,381
SC;4216909;São Lourenço do Oeste;2,986;2,408
SC;4217006;São Ludgero;2,913;2,381
SC;4217105;São Martinho;2,997;2,37
SC;4217154;São Miguel da Boa Vista;2,9;2,525
SC;4217204;São Miguel do Oeste;2,897;2,505
SC;4217253;São Pedro de Alcântara;2,56;2,54
SC;4217303;Saudades;2,726;2,591
SC;4217402;Schroeder;2,64;2,192
SC;4217501;Seara;2,697;2,1
SC;4217550;Serra Alta;2,727;2,153
SC;4217600;Siderópolis;2,419;2,19
SC;4217709;Sombrio;2,93;2,594
SC;4217758;Sul Brasil;3,37;2,822
SC;4217808;Taió;2,806;2,17
SC;4217907;Tangará;2,336;2,2
SC;4217956;Tigrinhos;2,904;2,669
SC;4218004;Tijucas;3,531;2,169
SC;4218103;Timbé do Sul;3,139;2,49
SC;4218202;Timbó;2,532;1,84
SC;4218251;Timbó Grande;3,959;2,61
SC;4218301;Três Barras;4,204;3,248
SC;4218350;Treviso;2,809;2,06
SC;4218400;Treze de Maio;2,757;2,306
SC;4218509;Treze Tílias;3,176;2,649
SC;4218608;Trombudo Central;2,868;2,171
SC;4218707;Tubarão;2,314;2,14
SC;4218756;Tunápolis;2,33;2,34
SC;4218806;Turvo;3,233;2,587
SC;4218855;União do Oeste;3,228;2,95
SC;4218905;Urubici;2,663;2,54
SC;4218954;Urupema;2,46;2,1
SC;4219002;Urussanga;2,399;2,02
SC;4219101;Vargeão;2,704;2,564
SC;4219150;Vargem;3,734;2,234
SC;4219176;Vargem Bonita;3,021;2,38
SC;4219200;Vidal Ramos;3,206;3,131
SC;4219309;Videira;2,576;2,16
SC;4219358;Vitor Meireles;3,605;2,853
SC;4219408;Witmarsum;3,214;2,489
SC;4219507;Xanxerê;2,467;2,448
SC;4219606;Xavantina;2,682;2,1
SC;4219705;Xaxim;2,928;2,372
SC;4219853;Zortéa;2,816;2,5
SC;4220000;Balneário Rincão;;
SC;4299919;São Miguel;;
SE;2800100;Amparo de São Francisco;4,561;2,484
SE;2800209;Aquidabã;3,702;3,25
SE;2800308;Aracaju;2,438;1,991
SE;2800407;Arauá;4,711;3,456
SE;2800506;Areia Branca;4,495;2,884
SE;2800605;Barra dos Coqueiros;3,631;2,518
SE;2800670;Boquim;4,105;3,129
SE;2800704;Brejo Grande;6,518;4,193
SE;2801009;Campo do Brito;3,401;2,633
SE;2801108;Canhoba;6,053;3,396
SE;2801207;Canindé de São Francisco;5,973;3,652
SE;2801306;Capela;5,514;4,226
SE;2801405;Carira;4,371;3,045
SE;2801504;Carmópolis;3,657;2,925
SE;2801603;Cedro de São João;4,188;2,643
SE;2801702;Cristinápolis;5,145;4,011
SE;2801900;Cumbe;4,018;3,097
SE;2802007;Divina Pastora;4,376;4,27
SE;2802106;Estância;3,293;2,8
SE;2802205;Feira Nova;4,682;3,388
SE;2802304;Frei Paulo;3,495;2,722
SE;2802403;Gararu;4,877;3,369
SE;2802502;General Maynard;3,763;3,047
SE;2802601;Gracho Cardoso;5,341;3,242
SE;2802700;Ilha das Flores;5,667;3,212
SE;2802809;Indiaroba;4,389;3,675
SE;2802908;Itabaiana;3,18;2,7
SE;2803005;Itabaianinha;5,1;3,493
SE;2803104;Itabi;4,376;3,287
SE;2803203;Itaporanga d'Ajuda;4,583;3,142
SE;2803302;Japaratuba;4,979;3,788
SE;2803401;Japoatã;6,312;4,697
SE;2803500;Lagarto;4,316;2,914
SE;2803609;Laranjeiras;4,518;2,469
SE;2803708;Macambira;3,267;2,556
SE;2803807;Malhada dos Bois;4,237;3,01
SE;2803906;Malhador;3,886;3,035
SE;2804003;Maruim;4,22;2,579
SE;2804102;Moita Bonita;3,527;2,453
SE;2804201;Monte Alegre de Sergipe;5,174;3,886
SE;2804300;Muribeca;4,89;3,546
SE;2804409;Neópolis;4,484;3,154
SE;2804458;Nossa Senhora Aparecida;4,257;2,601
SE;2804508;Nossa Senhora da Glória;4,866;3,212
SE;2804607;Nossa Senhora das Dores;3,928;3,416
SE;2804706;Nossa Senhora de Lourdes;4,751;3,279
SE;2804805;Nossa Senhora do Socorro;3,54;2,862
SE;2804904;Pacatuba;6,736;4,891
SE;2805000;Pedra Mole;3,758;3,239
SE;2805109;Pedrinhas;4,056;3,562
SE;2805208;Pinhão;3,671;2,543
SE;2805307;Pirambu;5,69;4,034
SE;2805406;Poço Redondo;5,405;4,247
SE;2805505;Poço Verde;4,492;3,149
SE;2805604;Porto da Folha;5,072;3,556
SE;2805703;Propriá;3,886;2,721
SE;2805802;Riachão do Dantas;6,04;3,294
SE;2805901;Riachuelo;3,829;3,667
SE;2806008;Ribeirópolis;3,497;2,408
SE;2806107;Rosário do Catete;4,785;2,656
SE;2806206;Salgado;4,606;3,291
SE;2806305;Santa Luzia do Itanhy;5,33;4,363
SE;2806404;Santana do São Francisco;4,788;3,627
SE;2806503;Santa Rosa de Lima;4,817;4,23
SE;2806602;Santo Amaro das Brotas;4,01;2,513
SE;2806701;São Cristóvão;3,392;2,721
SE;2806800;São Domingos;4,025;2,343
SE;2806909;São Francisco;4,98;3,79
SE;2807006;São Miguel do Aleixo;4,161;3,139
SE;2807105;Simão Dias;4,268;2,806
SE;2807204;Siriri;5,049;4,796
SE;2807303;Telha;4,102;2,64
SE;2807402;Tobias Barreto;4,426;2,749
SE;2807501;Tomar do Geru;4,744;4,004
SE;2807600;Umbaúba;4,527;3,934
SP;3500105;Adamantina;2,434;1,98
SP;3500204;Adolfo;2,948;2,024
SP;3500303;Aguaí;2,685;2,593
SP;3500402;Águas da Prata;2,516;2,107
SP;3500501;Águas de Lindóia;2,376;1,97
SP;3500550;Águas de Santa Bárbara;2,533;2,311
SP;3500600;Águas de São Pedro;2,563;1,91
SP;3500709;Agudos;2,78;2,23
SP;3500758;Alambari;4,042;3,048
SP;3500808;Alfredo Marcondes;2,087;1,872
SP;3500907;Altair;2,703;2,643
SP;3501004;Altinópolis;3,371;2,388
SP;3501103;Alto Alegre;2,929;2,65
SP;3501152;Alumínio;2,714;2,172
SP;3501202;Álvares Florence;2,118;1,94
SP;3501301;Álvares Machado;2,326;2,208
SP;3501400;Álvaro de Carvalho;2,911;2,74
SP;3501509;Alvinlândia;2,79;2,744
SP;3501608;Americana;2,053;1,955
SP;3501707;Américo Brasiliense;2,685;2,348
SP;3501806;Américo de Campos;2,725;1,954
SP;3501905;Amparo;2,67;1,85
SP;3502002;Analândia;3,761;2,66
SP;3502101;Andradina;2,076;1,98
SP;3502200;Angatuba;3,11;2,525
SP;3502309;Anhembi;3,103;2,606
SP;3502408;Anhumas;2,34;1,898
SP;3502507;Aparecida;3,697;2,47
SP;3502606;Aparecida d'Oeste;2,13;1,942
SP;3502705;Apiaí;3,599;2,882
SP;3502754;Araçariguama;2,802;2,8
SP;3502804;Araçatuba;2,04;1,79
SP;3502903;Araçoiaba da Serra;2,896;2,259
SP;3503000;Aramina;2,655;2,313
SP;3503109;Arandu;3,31;2,722
SP;3503158;Arapeí;3,864;3,49
SP;3503208;Araraquara;2,37;2,35
SP;3503307;Araras;2,283;1,997
SP;3503356;Arco-Íris;2,59;2,015
SP;3503406;Arealva;2,565;2,414
SP;3503505;Areias;3,689;3,49
SP;3503604;Areiópolis;3,287;3,147
SP;3503703;Ariranha;2,396;2,369
SP;3503802;Artur Nogueira;2,444;2,067
SP;3503901;Arujá;2,554;2,199
SP;3503950;Aspásia;2,843;1,94
SP;3504008;Assis;2,499;2,12
SP;3504107;Atibaia;2,5;2,243
SP;3504206;Auriflama;2,134;1,96
SP;3504305;Avaí;2,864;2,64
SP;3504404;Avanhandava;2,902;2,695
SP;3504503;Avaré;2,602;2,237
SP;3504602;Bady Bassitt;2,29;1,922
SP;3504701;Balbinos;3,15;2,311
SP;3504800;Bálsamo;2,711;1,89
SP;3504909;Bananal;3,69;3,489
SP;3505005;Barão de Antonina;2,995;2,661
SP;3505104;Barbosa;3,071;2,565
SP;3505203;Bariri;2,384;1,986
SP;3505302;Barra Bonita;2,44;2,21
SP;3505351;Barra do Chapéu;4,19;3,103
SP;3505401;Barra do Turvo;4,742;3,379
SP;3505500;Barretos;2,273;1,783
SP;3505609;Barrinha;3,583;2,941
SP;3505708;Barueri;3,098;2,543
SP;3505807;Bastos;2,418;2,063
SP;3505906;Batatais;2,789;2,517
SP;3506003;Bauru;2,134;2,11
SP;3506102;Bebedouro;2,577;2,113
SP;3506201;Bento de Abreu;2,702;2,365
SP;3506300;Bernardino de Campos;2,31;2,236
SP;3506359;Bertioga;3,596;3,081
SP;3506409;Bilac;2,039;1,983
SP;3506508;Birigui;2,14;2,01
SP;3506607;Biritiba-Mirim;2,899;2,41
SP;3506706;Boa Esperança do Sul;3,044;2,788
SP;3506805;Bocaina;2,66;2,089
SP;3506904;Bofete;3,132;3,03
SP;3507001;Boituva;3,065;1,909
SP;3507100;Bom Jesus dos Perdões;2,664;2,448
SP;3507159;Bom Sucesso de Itararé;3,559;3,395
SP;3507209;Borá;2,394;2,3
SP;3507308;Boracéia;2,66;2,366
SP;3507407;Borborema;2,75;2,45
SP;3507456;Borebi;2,323;2,31
SP;3507506;Botucatu;2,115;1,977
SP;3507605;Bragança Paulista;2,454;1,876
SP;3507704;Braúna;2,658;2,502
SP;3507753;Brejo Alegre;4,226;3,219
SP;3507803;Brodowski;2,304;2,25
SP;3507902;Brotas;2,826;2,399
SP;3508009;Buri;3,874;3,195
SP;3508108;Buritama;2,825;2,183
SP;3508207;Buritizal;2,317;2,153
SP;3508306;Cabrália Paulista;3,814;2,56
SP;3508405;Cabreúva;3,062;2,561
SP;3508504;Caçapava;2,299;2,014
SP;3508603;Cachoeira Paulista;2,7;1,974
