Índice de Desenvolvimento Humano Municipal-ed 2003;;;;
Sigla;Código;Município;1991;2000
RS;4310538;Itaara;0,688;0,801
RS;4310553;Itacurubi;0,679;0,77
RS;4310579;Itapuca;0,662;0,729
RS;4310603;Itaqui;0,734;0,801
RS;4310652;Itati;;
RS;4310702;Itatiba do Sul;0,675;0,775
RS;4310751;Ivorá;0,726;0,777
RS;4310801;Ivoti;0,794;0,851
RS;4310850;Jaboticaba;0,671;0,734
RS;4310876;Jacuizinho;;
RS;4310900;Jacutinga;0,73;0,8
RS;4311007;Jaguarão;0,707;0,764
RS;4311106;Jaguari;0,736;0,795
RS;4311122;Jaquirana;0,652;0,734
RS;4311130;Jari;0,674;0,751
RS;4311155;Jóia;0,687;0,774
RS;4311205;Júlio de Castilhos;0,75;0,804
RS;4311239;Lagoa Bonita do Sul;;
RS;4311254;Lagoão;0,551;0,674
RS;4311270;Lagoa dos Três Cantos;0,774;0,838
RS;4311304;Lagoa Vermelha;0,704;0,755
RS;4311403;Lajeado;0,759;0,838
RS;4311429;Lajeado do Bugre;0,557;0,711
RS;4311502;Lavras do Sul;0,695;0,772
RS;4311601;Liberato Salzano;0,64;0,72
RS;4311627;Lindolfo Collor;0,735;0,805
RS;4311643;Linha Nova;0,731;0,814
RS;4311700;Machadinho;0,631;0,734
RS;4311718;Maçambara;0,66;0,743
RS;4311734;Mampituba;0,653;0,716
RS;4311759;Manoel Viana;0,689;0,754
RS;4311775;Maquiné;0,677;0,767
RS;4311791;Maratá;0,745;0,813
RS;4311809;Marau;0,762;0,83
RS;4311908;Marcelino Ramos;0,729;0,792
RS;4311981;Mariana Pimentel;0,711;0,787
RS;4312005;Mariano Moro;0,72;0,797
RS;4312054;Marques de Souza;0,716;0,795
RS;4312104;Mata;0,708;0,752
RS;4312138;Mato Castelhano;0,675;0,774
RS;4312153;Mato Leitão;0,753;0,801
RS;4312179;Mato Queimado;;
RS;4312203;Maximiliano de Almeida;0,673;0,747
RS;4312252;Minas do Leão;0,675;0,728
RS;4312302;Miraguaí;0,647;0,726
RS;4312351;Montauri;0,74;0,825
RS;4312377;Monte Alegre dos Campos;0,614;0,708
RS;4312385;Monte Belo do Sul;0,771;0,827
RS;4312401;Montenegro;0,757;0,833
RS;4312427;Mormaço;0,674;0,776
RS;4312443;Morrinhos do Sul;0,666;0,738
RS;4312450;Morro Redondo;0,703;0,77
RS;4312476;Morro Reuter;0,766;0,834
RS;4312500;Mostardas;0,722;0,78
RS;4312609;Muçum;0,769;0,824
RS;4312617;Muitos Capões;0,67;0,748
RS;4312625;Muliterno;0,671;0,743
RS;4312658;Não-Me-Toque;0,786;0,833
RS;4312674;Nicolau Vergueiro;0,703;0,796
RS;4312708;Nonoai;0,652;0,728
RS;4312757;Nova Alvorada;0,708;0,798
RS;4312807;Nova Araçá;0,759;0,834
RS;4312906;Nova Bassano;0,771;0,844
RS;4312955;Nova Boa Vista;0,728;0,815
RS;4313003;Nova Bréscia;0,746;0,822
RS;4313011;Nova Candelária;0,685;0,808
RS;4313037;Nova Esperança do Sul;0,728;0,798
RS;4313060;Nova Hartz;0,709;0,796
RS;4313086;Nova Pádua;0,764;0,832
RS;4313102;Nova Palma;0,731;0,803
RS;4313201;Nova Petrópolis;0,791;0,847
RS;4313300;Nova Prata;0,782;0,839
RS;4313334;Nova Ramada;0,705;0,77
RS;4313359;Nova Roma do Sul;0,723;0,83
RS;4313375;Nova Santa Rita;0,706;0,789
RS;4313391;Novo Cabrais;0,668;0,729
RS;4313409;Novo Hamburgo;0,758;0,809
RS;4313425;Novo Machado;0,711;0,773
RS;4313441;Novo Tiradentes;0,646;0,739
RS;4313466;Novo Xingu;;
RS;4313490;Novo Barreiro;0,647;0,767
RS;4313508;Osório;0,774;0,839
RS;4313607;Paim Filho;0,703;0,793
RS;4313656;Palmares do Sul;0,749;0,787
RS;4313706;Palmeira das Missões;0,725;0,784
RS;4313805;Palmitinho;0,658;0,767
RS;4313904;Panambi;0,756;0,82
RS;4313953;Pantano Grande;0,686;0,745
RS;4314001;Paraí;0,78;0,843
RS;4314027;Paraíso do Sul;0,689;0,764
RS;4314035;Pareci Novo;0,768;0,837
RS;4314050;Parobé;0,718;0,786
RS;4314068;Passa Sete;0,629;0,714
RS;4314076;Passo do Sobrado;0,727;0,769
RS;4314100;Passo Fundo;0,756;0,804
RS;4314134;Paulo Bento;;
RS;4314159;Paverama;0,711;0,789
RS;4314175;Pedras Altas;;
RS;4314209;Pedro Osório;0,712;0,769
RS;4314308;Pejuçara;0,745;0,796
RS;4314407;Pelotas;0,768;0,816
RS;4314423;Picada Café;0,74;0,819
RS;4314456;Pinhal;0,676;0,778
RS;4314464;Pinhal da Serra;;
RS;4314472;Pinhal Grande;0,705;0,773
RS;4314498;Pinheirinho do Vale;0,666;0,747
RS;4314506;Pinheiro Machado;0,691;0,752
RS;4314548;Pinto Bandeira;;
RS;4314555;Pirapó;0,638;0,72
RS;4314605;Piratini;0,67;0,756
RS;4314704;Planalto;0,673;0,741
RS;4314753;Poço das Antas;0,743;0,816
RS;4314779;Pontão;0,671;0,761
RS;4314787;Ponte Preta;0,67;0,782
RS;4314803;Portão;0,711;0,831
RS;4314902;Porto Alegre;0,824;0,865
RS;4315008;Porto Lucena;0,663;0,747
RS;4315057;Porto Mauá;0,709;0,802
RS;4315073;Porto Vera Cruz;0,68;0,755
RS;4315107;Porto Xavier;0,7;0,762
RS;4315131;Pouso Novo;0,707;0,771
RS;4315149;Presidente Lucena;0,733;0,82
RS;4315156;Progresso;0,663;0,738
RS;4315172;Protásio Alves;0,686;0,818
RS;4315206;Putinga;0,712;0,807
RS;4315305;Quaraí;0,721;0,776
RS;4315313;Quatro Irmãos;;
RS;4315321;Quevedos;0,653;0,758
RS;4315354;Quinze de Novembro;0,746;0,828
RS;4315404;Redentora;0,581;0,669
RS;4315453;Relvado;0,711;0,778
RS;4315503;Restinga Seca;0,712;0,765
RS;4315552;Rio dos Índios;0,585;0,706
RS;4315602;Rio Grande;0,739;0,793
RS;4315701;Rio Pardo;0,704;0,754
RS;4315750;Riozinho;0,671;0,758
RS;4315800;Roca Sales;0,742;0,812
RS;4315909;Rodeio Bonito;0,701;0,809
RS;4315958;Rolador;;
RS;4316006;Rolante;0,693;0,778
RS;4316105;Ronda Alta;0,698;0,78
RS;4316204;Rondinha;0,743;0,813
RS;4316303;Roque Gonzales;0,679;0,749
RS;4316402;Rosário do Sul;0,7;0,769
RS;4316428;Sagrada Família;0,641;0,735
RS;4316436;Saldanha Marinho;0,742;0,818
RS;4316451;Salto do Jacuí;0,677;0,749
RS;4316477;Salvador das Missões;0,721;0,813
RS;4316501;Salvador do Sul;0,76;0,83
RS;4316600;Sananduva;0,734;0,804
RS;4316709;Santa Bárbara do Sul;0,715;0,792
RS;4316733;Santa Cecília do Sul;;
RS;4316758;Santa Clara do Sul;0,731;0,788
RS;4316808;Santa Cruz do Sul;0,754;0,817
RS;4316907;Santa Maria;0,792;0,845
RS;4316956;Santa Maria do Herval;0,726;0,806
RS;4316972;Santa Margarida do Sul;;
RS;4317004;Santana da Boa Vista;0,635;0,724
RS;4317103;Santana do Livramento;0,73;0,803
RS;4317202;Santa Rosa;0,747;0,831
RS;4317251;Santa Tereza;0,737;0,825
RS;4317301;Santa Vitória do Palmar;0,721;0,799
RS;4317400;Santiago;0,754;0,816
RS;4317509;Santo Ângelo;0,762;0,821
RS;4317558;Santo Antônio do Palma;0,699;0,793
RS;4317608;Santo Antônio da Patrulha;0,713;0,77
RS;4317707;Santo Antônio das Missões;0,704;0,764
RS;4317756;Santo Antônio do Planalto;0,728;0,813
RS;4317806;Santo Augusto;0,679;0,766
RS;4317905;Santo Cristo;0,745;0,803
RS;4317954;Santo Expedito do Sul;0,643;0,74
RS;4318002;São Borja;0,745;0,798
RS;4318051;São Domingos do Sul;0,764;0,812
RS;4318101;São Francisco de Assis;0,695;0,774
RS;4318200;São Francisco de Paula;0,697;0,757
RS;4318309;São Gabriel;0,729;0,78
RS;4318408;São Jerônimo;0,726;0,79
RS;4318424;São João da Urtiga;0,685;0,774
RS;4318432;São João do Polêsine;0,738;0,804
RS;4318440;São Jorge;0,747;0,814
RS;4318457;São José das Missões;0,65;0,753
RS;4318465;São José do Herval;0,67;0,742
RS;4318481;São José do Hortêncio;0,753;0,815
RS;4318499;São José do Inhacorá;0,723;0,82
RS;4318507;São José do Norte;0,613;0,703
RS;4318606;São José do Ouro;0,699;0,787
RS;4318614;São José do Sul;;
RS;4318622;São José dos Ausentes;0,658;0,738
RS;4318705;São Leopoldo;0,757;0,805
RS;4318804;São Lourenço do Sul;0,728;0,777
RS;4318903;São Luiz Gonzaga;0,716;0,8
RS;4319000;São Marcos;0,788;0,843
RS;4319109;São Martinho;0,721;0,797
RS;4319125;São Martinho da Serra;0,67;0,766
RS;4319158;São Miguel das Missões;0,659;0,763
RS;4319208;São Nicolau;0,665;0,713
RS;4319307;São Paulo das Missões;0,704;0,777
RS;4319356;São Pedro da Serra;0,763;0,823
RS;4319364;São Pedro das Missões;;
RS;4319372;São Pedro do Butiá;0,758;0,808
RS;4319406;São Pedro do Sul;0,702;0,772
RS;4319505;São Sebastião do Caí;0,74;0,843
RS;4319604;São Sepé;0,7;0,775
RS;4319703;São Valentim;0,714;0,766
RS;4319711;São Valentim do Sul;0,704;0,815
RS;4319737;São Valério do Sul;0,654;0,715
RS;4319752;São Vendelino;0,755;0,827
RS;4319802;São Vicente do Sul;0,725;0,807
RS;4319901;Sapiranga;0,727;0,806
RS;4320008;Sapucaia do Sul;0,759;0,806
RS;4320107;Sarandi;0,711;0,791
RS;4320206;Seberi;0,687;0,761
RS;4320230;Sede Nova;0,698;0,793
RS;4320263;Segredo;0,642;0,72
RS;4320305;Selbach;0,796;0,856
RS;4320321;Senador Salgado Filho;0,685;0,787
RS;4320354;Sentinela do Sul;0,658;0,777
RS;4320404;Serafina Corrêa;0,776;0,832
RS;4320453;Sério;0,675;0,756
RS;4320503;Sertão;0,726;0,809
RS;4320552;Sertão Santana;0,684;0,762
RS;4320578;Sete de Setembro;0,689;0,765
RS;4320602;Severiano de Almeida;0,688;0,808
RS;4320651;Silveira Martins;0,726;0,796
RS;4320677;Sinimbu;0,698;0,768
RS;4320701;Sobradinho;0,684;0,753
RS;4320800;Soledade;0,728;0,798
RS;4320859;Tabaí;0,657;0,746
RS;4320909;Tapejara;0,693;0,78
RS;4321006;Tapera;0,74;0,827
RS;4321105;Tapes;0,703;0,78
RS;4321204;Taquara;0,77;0,819
RS;4321303;Taquari;0,707;0,794
RS;4321329;Taquaruçu do Sul;0,707;0,769
RS;4321352;Tavares;0,668;0,761
RS;4321402;Tenente Portela;0,692;0,769
RS;4321436;Terra de Areia;0,715;0,773
RS;4321451;Teutônia;0,765;0,816
RS;4321469;Tio Hugo;;
RS;4321477;Tiradentes do Sul;0,67;0,746
RS;4321493;Toropi;0,664;0,732
RS;4321501;Torres;0,735;0,821
RS;4321600;Tramandaí;0,719;0,808
RS;4321626;Travesseiro;0,733;0,807
RS;4321634;Três Arroios;0,744;0,794
RS;4321667;Três Cachoeiras;0,748;0,791
RS;4321709;Três Coroas;0,732;0,802
RS;4321808;Três de Maio;0,75;0,83
RS;4321832;Três Forquilhas;0,666;0,756
RS;4321857;Três Palmeiras;0,667;0,767
RS;4321907;Três Passos;0,727;0,822
RS;4321956;Trindade do Sul;0,644;0,744
RS;4322004;Triunfo;0,722;0,788
RS;4322103;Tucunduva;0,758;0,828
RS;4322152;Tunas;0,641;0,719
RS;4322186;Tupanci do Sul;0,622;0,738
RS;4322202;Tupanciretã;0,724;0,787
RS;4322251;Tupandi;0,735;0,822
RS;4322301;Tuparendi;0,726;0,802
RS;4322327;Turuçu;0,74;0,759
RS;4322343;Ubiretama;0,705;0,782
RS;4322350;União da Serra;0,721;0,813
RS;4322376;Unistalda;0,672;0,746
RS;4322400;Uruguaiana;0,731;0,788
RS;4322509;Vacaria;0,75;0,805
RS;4322525;Vale Verde;0,692;0,749
RS;4322533;Vale do Sol;0,675;0,759
RS;4322541;Vale Real;0,742;0,816
RS;4322558;Vanini;0,722;0,8
RS;4322608;Venâncio Aires;0,736;0,793
RS;4322707;Vera Cruz;0,73;0,791
RS;4322806;Veranópolis;0,786;0,85
RS;4322855;Vespasiano Correa;0,724;0,807
RS;4322905;Viadutos;0,714;0,793
RS;4323002;Viamão;0,732;0,808
RS;4323101;Vicente Dutra;0,642;0,724
RS;4323200;Victor Graeff;0,758;0,831
RS;4323309;Vila Flores;0,758;0,818
RS;4323358;Vila Lângaro;0,707;0,783
RS;4323408;Vila Maria;0,744;0,813
RS;4323457;Vila Nova do Sul;0,639;0,736
RS;4323507;Vista Alegre;0,701;0,764
RS;4323606;Vista Alegre do Prata;0,732;0,807
RS;4323705;Vista Gaúcha;0,703;0,784
RS;4323754;Vitória das Missões;0,679;0,76
RS;4323770;Westfalia;;
RS;4323804;Xangri-lá;0,769;0,811
RS;4399919;Santa Cristina do Pinhal;;
RS;4399929;Santa Izabel;;
SC;4200051;Abdon Batista;0,67;0,774
SC;4200101;Abelardo Luz;0,697;0,785
SC;4200200;Agrolândia;0,711;0,775
SC;4200309;Agronômica;0,715;0,811
SC;4200408;Água Doce;0,718;0,809
SC;4200507;Águas de Chapecó;0,672;0,781
SC;4200556;Águas Frias;0,688;0,799
SC;4200606;Águas Mornas;0,695;0,783
SC;4200705;Alfredo Wagner;0,68;0,778
SC;4200754;Alto Bela Vista;0,711;0,795
SC;4200804;Anchieta;0,686;0,769
SC;4200903;Angelina;0,689;0,766
SC;4201000;Anita Garibaldi;0,633;0,75
SC;4201109;Anitápolis;0,701;0,773
SC;4201208;Antônio Carlos;0,731;0,827
SC;4201257;Apiúna;0,691;0,768
SC;4201273;Arabutã;0,728;0,812
SC;4201307;Araquari;0,707;0,767
SC;4201406;Araranguá;0,725;0,814
SC;4201505;Armazém;0,714;0,795
SC;4201604;Arroio Trinta;0,715;0,798
SC;4201653;Arvoredo;0,699;0,751
SC;4201703;Ascurra;0,73;0,813
SC;4201802;Atalanta;0,715;0,81
SC;4201901;Aurora;0,732;0,812
SC;4201950;Balneário Arroio do Silva;0,701;0,794
SC;4202008;Balneário Camboriú;0,797;0,867
SC;4202057;Balneário Barra do Sul;0,711;0,807
SC;4202073;Balneário Gaivota;0,713;0,786
SC;4202081;Bandeirante;0,664;0,765
SC;4202099;Barra Bonita;0,653;0,743
SC;4202107;Barra Velha;0,705;0,792
SC;4202131;Bela Vista do Toldo;0,632;0,702
SC;4202156;Belmonte;0,672;0,759
SC;4202206;Benedito Novo;0,745;0,802
SC;4202305;Biguaçu;0,755;0,818
SC;4202404;Blumenau;0,813;0,855
SC;4202438;Bocaina do Sul;0,648;0,716
SC;4202453;Bombinhas;0,733;0,809
SC;4202503;Bom Jardim da Serra;0,669;0,758
SC;4202537;Bom Jesus;0,669;0,734
SC;4202578;Bom Jesus do Oeste;0,678;0,785
SC;4202602;Bom Retiro;0,662;0,732
SC;4202701;Botuverá;0,728;0,795
SC;4202800;Braço do Norte;0,739;0,846
SC;4202859;Braço do Trombudo;0,706;0,799
SC;4202875;Brunópolis;0,635;0,742
SC;4202909;Brusque;0,775;0,842
SC;4203006;Caçador;0,72;0,793
SC;4203105;Caibi;0,73;0,821
SC;4203154;Calmon;0,634;0,7
SC;4203204;Camboriú;0,705;0,764
SC;4203253;Capão Alto;0,607;0,725
SC;4203303;Campo Alegre;0,693;0,772
SC;4203402;Campo Belo do Sul;0,617;0,694
SC;4203501;Campo Erê;0,649;0,728
SC;4203600;Campos Novos;0,696;0,794
SC;4203709;Canelinha;0,722;0,795
SC;4203808;Canoinhas;0,696;0,78
SC;4203907;Capinzal;0,725;0,813
SC;4203956;Capivari de Baixo;0,735;0,812
SC;4204004;Catanduvas;0,72;0,79
SC;4204103;Caxambu do Sul;0,649;0,738
SC;4204152;Celso Ramos;0,677;0,762
SC;4204178;Cerro Negro;0,598;0,686
SC;4204194;Chapadão do Lageado;0,714;0,774
SC;4204202;Chapecó;0,761;0,848
SC;4204251;Cocal do Sul;0,772;0,823
SC;4204301;Concórdia;0,774;0,849
SC;4204350;Cordilheira Alta;0,714;0,826
SC;4204400;Coronel Freitas;0,71;0,811
SC;4204459;Coronel Martins;0,63;0,747
SC;4204509;Corupá;0,748;0,818
SC;4204558;Correia Pinto;0,712;0,772
SC;4204608;Criciúma;0,765;0,822
SC;4204707;Cunha Porã;0,737;0,824
SC;4204756;Cunhataí;0,723;0,831
SC;4204806;Curitibanos;0,7;0,769
SC;4204905;Descanso;0,726;0,796
SC;4205001;Dionísio Cerqueira;0,69;0,747
SC;4205100;Dona Emma;0,692;0,794
SC;4205159;Doutor Pedrinho;0,734;0,802
SC;4205175;Entre Rios;0,596;0,694
SC;4205191;Ermo;0,689;0,769
SC;4205209;Erval Velho;0,712;0,794
SC;4205308;Faxinal dos Guedes;0,716;0,819
SC;4205357;Flor do Sertão;0,606;0,724
SC;4205407;Florianópolis;0,824;0,875
SC;4205431;Formosa do Sul;0,68;0,795
SC;4205456;Forquilhinha;0,729;0,797
SC;4205506;Fraiburgo;0,71;0,779
SC;4205555;Frei Rogério;0,662;0,74
SC;4205605;Galvão;0,676;0,777
SC;4205704;Garopaba;0,682;0,785
SC;4205803;Garuva;0,715;0,787
SC;4205902;Gaspar;0,769;0,832
SC;4206009;Governador Celso Ramos;0,717;0,79
SC;4206108;Grão Pará;0,739;0,826
SC;4206207;Gravatal;0,722;0,798
SC;4206306;Guabiruba;0,758;0,829
SC;4206405;Guaraciaba;0,708;0,785
SC;4206504;Guaramirim;0,76;0,822
SC;4206603;Guarujá do Sul;0,724;0,803
SC;4206652;Guatambú;0,649;0,737
SC;4206702;Herval d'Oeste;0,718;0,798
SC;4206751;Ibiam;0,697;0,809
SC;4206801;Ibicaré;0,718;0,804
SC;4206900;Ibirama;0,748;0,826
SC;4207007;Içara;0,716;0,78
SC;4207106;Ilhota;0,736;0,795
SC;4207205;Imaruí;0,678;0,742
SC;4207304;Imbituba;0,739;0,805
SC;4207403;Imbuia;0,702;0,777
SC;4207502;Indaial;0,757;0,825
SC;4207577;Iomerê;0,769;0,849
SC;4207601;Ipira;0,72;0,804
SC;4207650;Iporã do Oeste;0,713;0,78
SC;4207684;Ipuaçu;0,68;0,716
SC;4207700;Ipumirim;0,709;0,798
SC;4207759;Iraceminha;0,71;0,777
SC;4207809;Irani;0,698;0,798
SC;4207858;Irati;0,666;0,773
SC;4207908;Irineópolis;0,657;0,767
SC;4208005;Itá;0,71;0,805
SC;4208104;Itaiópolis;0,655;0,738
SC;4208203;Itajaí;0,755;0,825
SC;4208302;Itapema;0,725;0,835
SC;4208401;Itapiranga;0,748;0,832
SC;4208450;Itapoá;0,701;0,793
SC;4208500;Ituporanga;0,757;0,825
SC;4208609;Jaborá;0,709;0,794
SC;4208708;Jacinto Machado;0,688;0,757
SC;4208807;Jaguaruna;0,702;0,793
SC;4208906;Jaraguá do Sul;0,79;0,85
SC;4208955;Jardinópolis;0,684;0,763
SC;4209003;Joaçaba;0,816;0,866
SC;4209102;Joinville;0,779;0,857
SC;4209151;José Boiteux;0,688;0,771
SC;4209177;Jupiá;0,641;0,752
SC;4209201;Lacerdópolis;0,734;0,854
SC;4209300;Lages;0,731;0,813
SC;4209409;Laguna;0,72;0,793
SC;4209458;Lajeado Grande;0,703;0,813
SC;4209508;Laurentino;0,737;0,825
SC;4209607;Lauro Muller;0,704;0,8
SC;4209706;Lebon Régis;0,645;0,735
SC;4209805;Leoberto Leal;0,673;0,748
SC;4209854;Lindóia do Sul;0,715;0,819
SC;4209904;Lontras;0,721;0,777
SC;4210001;Luiz Alves;0,742;0,84
SC;4210035;Luzerna;0,764;0,855
SC;4210050;Macieira;0,64;0,772
SC;4210100;Mafra;0,733;0,788
SC;4210209;Major Gercino;0,705;0,799
SC;4210308;Major Vieira;0,668;0,752
SC;4210407;Maracajá;0,707;0,813
SC;4210506;Maravilha;0,722;0,817
SC;4210555;Marema;0,689;0,795
SC;4210605;Massaranduba;0,769;0,835
SC;4210704;Matos Costa;0,692;0,746
SC;4210803;Meleiro;0,723;0,793
SC;4210852;Mirim Doce;0,709;0,79
SC;4210902;Modelo;0,72;0,794
SC;4211009;Mondaí;0,718;0,809
SC;4211058;Monte Carlo;0,669;0,733
SC;4211108;Monte Castelo;0,641;0,737
SC;4211207;Morro da Fumaça;0,735;0,804
SC;4211256;Morro Grande;0,738;0,79
SC;4211306;Navegantes;0,718;0,774
SC;4211405;Nova Erechim;0,728;0,81
SC;4211454;Nova Itaberaba;0,668;0,759
SC;4211504;Nova Trento;0,744;0,815
SC;4211603;Nova Veneza;0,743;0,813
SC;4211652;Novo Horizonte;0,656;0,752
SC;4211702;Orleans;0,736;0,814
SC;4211751;Otacílio Costa;0,725;0,804
SC;4211801;Ouro;0,746;0,828
SC;4211850;Ouro Verde;0,683;0,792
SC;4211876;Paial;0,684;0,752
SC;4211892;Painel;0,666;0,753
SC;4211900;Palhoça;0,742;0,816
SC;4212007;Palma Sola;0,664;0,757
SC;4212056;Palmeira;0,659;0,755
SC;4212106;Palmitos;0,713;0,799
SC;4212205;Papanduva;0,667;0,737
SC;4212239;Paraíso;0,679;0,773
SC;4212254;Passo de Torres;0,696;0,789
SC;4212270;Passos Maia;0,642;0,732
SC;4212304;Paulo Lopes;0,683;0,759
SC;4212403;Pedras Grandes;0,721;0,799
SC;4212502;Penha;0,716;0,791
SC;4212601;Peritiba;0,765;0,81
SC;4212650;Pescaria Brava;;
SC;4212700;Petrolândia;0,706;0,783
SC;4212809;Piçarras;0,709;0,799
SC;4212908;Pinhalzinho;0,733;0,826
SC;4213005;Pinheiro Preto;0,771;0,818
SC;4213104;Piratuba;0,716;0,806
SC;4213153;Planalto Alegre;0,691;0,817
SC;4213203;Pomerode;0,765;0,849
SC;4213302;Ponte Alta;0,663;0,727
SC;4213351;Ponte Alta do Norte;0,66;0,752
SC;4213401;Ponte Serrada;0,683;0,768
SC;4213500;Porto Belo;0,716;0,803
SC;4213609;Porto União;0,742;0,806
SC;4213708;Pouso Redondo;0,701;0,786
SC;4213807;Praia Grande;0,687;0,763
SC;4213906;Presidente Castelo Branco;0,736;0,832
SC;4214003;Presidente Getúlio;0,742;0,81
SC;4214102;Presidente Nereu;0,692;0,774
SC;4214151;Princesa;0,658;0,751
SC;4214201;Quilombo;0,698;0,802
SC;4214300;Rancho Queimado;0,702;0,773
SC;4214409;Rio das Antas;0,73;0,803
SC;4214508;Rio do Campo;0,72;0,797
SC;4214607;Rio do Oeste;0,728;0,799
SC;4214706;Rio dos Cedros;0,738;0,817
SC;4214805;Rio do Sul;0,76;0,827
SC;4214904;Rio Fortuna;0,733;0,822
SC;4215000;Rio Negrinho;0,724;0,789
SC;4215059;Rio Rufino;0,66;0,736
SC;4215075;Riqueza;0,676;0,795
SC;4215109;Rodeio;0,752;0,81
SC;4215208;Romelândia;0,672;0,748
SC;4215307;Salete;0,718;0,8
SC;4215356;Saltinho;0,634;0,745
SC;4215406;Salto Veloso;0,702;0,796
SC;4215455;Sangão;0,702;0,794
SC;4215505;Santa Cecília;0,674;0,746
SC;4215554;Santa Helena;0,688;0,787
SC;4215604;Santa Rosa de Lima;0,712;0,795
SC;4215653;Santa Rosa do Sul;0,686;0,762
SC;4215679;Santa Terezinha;0,653;0,738
SC;4215687;Santa Terezinha do Progresso;0,625;0,745
SC;4215695;Santiago do Sul;0,68;0,772
SC;4215703;Santo Amaro da Imperatriz;0,74;0,843
SC;4215752;São Bernardino;0,634;0,748
SC;4215802;São Bento do Sul;0,759;0,838
SC;4215901;São Bonifácio;0,721;0,785
SC;4216008;São Carlos;0,718;0,811
SC;4216057;São Cristovão do Sul;0,659;0,764
SC;4216107;São Domingos;0,699;0,793
SC;4216206;São Francisco do Sul;0,752;0,82
SC;4216255;São João do Oeste;0,726;0,811
SC;4216305;São João Batista;0,739;0,819
SC;4216354;São João do Itaperiú;0,71;0,787
SC;4216404;São João do Sul;0,688;0,758
SC;4216503;São Joaquim;0,692;0,766
SC;4216602;São José;0,798;0,849
SC;4216701;São José do Cedro;0,731;0,804
SC;4216800;São José do Cerrito;0,633;0,731
SC;4216909;São Lourenço do Oeste;0,703;0,796
SC;4217006;São Ludgero;0,757;0,825
SC;4217105;São Martinho;0,719;0,816
SC;4217154;São Miguel da Boa Vista;0,664;0,754
SC;4217204;São Miguel do Oeste;0,759;0,838
SC;4217253;São Pedro de Alcântara;0,72;0,795
SC;4217303;Saudades;0,724;0,831
SC;4217402;Schroeder;0,752;0,838
SC;4217501;Seara;0,736;0,832
SC;4217550;Serra Alta;0,704;0,81
SC;4217600;Siderópolis;0,746;0,817
SC;4217709;Sombrio;0,721;0,804
SC;4217758;Sul Brasil;0,672;0,771
SC;4217808;Taió;0,723;0,809
SC;4217907;Tangará;0,723;0,812
SC;4217956;Tigrinhos;0,638;0,741
SC;4218004;Tijucas;0,747;0,835
SC;4218103;Timbé do Sul;0,682;0,773
SC;4218202;Timbó;0,772;0,843
SC;4218251;Timbó Grande;0,61;0,68
SC;4218301;Três Barras;0,667;0,758
SC;4218350;Treviso;0,703;0,806
SC;4218400;Treze de Maio;0,698;0,796
SC;4218509;Treze Tílias;0,73;0,813
SC;4218608;Trombudo Central;0,743;0,818
SC;4218707;Tubarão;0,775;0,842
SC;4218756;Tunápolis;0,738;0,821
SC;4218806;Turvo;0,75;0,821
SC;4218855;União do Oeste;0,717;0,806
SC;4218905;Urubici;0,708;0,785
SC;4218954;Urupema;0,693;0,784
SC;4219002;Urussanga;0,762;0,845
SC;4219101;Vargeão;0,714;0,804
SC;4219150;Vargem;0,663;0,768
SC;4219176;Vargem Bonita;0,697;0,791
SC;4219200;Vidal Ramos;0,683;0,766
SC;4219309;Videira;0,774;0,851
SC;4219358;Vitor Meireles;0,694;0,77
SC;4219408;Witmarsum;0,71;0,807
SC;4219507;Xanxerê;0,724;0,815
SC;4219606;Xavantina;0,747;0,769
SC;4219705;Xaxim;0,698;0,809
SC;4219853;Zortéa;0,698;0,798
SC;4220000;Balneário Rincão;;
SC;4299919;São Miguel;;
SE;2800100;Amparo de São Francisco;0,501;0,602
SE;2800209;Aquidabã;0,517;0,605
SE;2800308;Aracaju;0,734;0,794
SE;2800407;Arauá;0,486;0,621
SE;2800506;Areia Branca;0,534;0,644
SE;2800605;Barra dos Coqueiros;0,581;0,676
SE;2800670;Boquim;0,555;0,634
SE;2800704;Brejo Grande;0,483;0,55
SE;2801009;Campo do Brito;0,552;0,661
SE;2801108;Canhoba;0,501;0,597
SE;2801207;Canindé de São Francisco;0,452;0,58
SE;2801306;Capela;0,549;0,615
SE;2801405;Carira;0,49;0,581
SE;2801504;Carmópolis;0,601;0,676
SE;2801603;Cedro de São João;0,614;0,684
SE;2801702;Cristinápolis;0,471;0,577
SE;2801900;Cumbe;0,526;0,638
SE;2802007;Divina Pastora;0,563;0,655
SE;2802106;Estância;0,571;0,672
SE;2802205;Feira Nova;0,476;0,62
SE;2802304;Frei Paulo;0,554;0,646
SE;2802403;Gararu;0,454;0,572
SE;2802502;General Maynard;0,602;0,671
SE;2802601;Gracho Cardoso;0,472;0,594
SE;2802700;Ilha das Flores;0,498;0,584
SE;2802809;Indiaroba;0,451;0,605
SE;2802908;Itabaiana;0,598;0,678
SE;2803005;Itabaianinha;0,465;0,59
SE;2803104;Itabi;0,536;0,623
SE;2803203;Itaporanga d'Ajuda;0,471;0,638
SE;2803302;Japaratuba;0,566;0,651
SE;2803401;Japoatã;0,494;0,604
SE;2803500;Lagarto;0,542;0,614
SE;2803609;Laranjeiras;0,554;0,642
SE;2803708;Macambira;0,546;0,649
SE;2803807;Malhada dos Bois;0,513;0,63
